design,draw,tau,tau_D
A_boundary_relabeling,1,-0.002412178511385062,0.9041598538873596
A_boundary_relabeling,2,0.0015908529202225252,0.9492128957982257
A_boundary_relabeling,3,-0.0015307621573420885,0.8533727496855853
A_boundary_relabeling,4,0.0036172909657289443,0.9732694074659739
A_boundary_relabeling,5,4.956758881643308e-4,0.8774292613533335
A_boundary_relabeling,6,0.004498707319771918,0.9224823032641997
A_boundary_relabeling,7,0.0013770922422073045,0.8266421571515592
A_boundary_relabeling,8,0.006317359402267405,0.9585069345513562
A_boundary_relabeling,9,0.00319574432470279,0.8626667884387157
A_boundary_relabeling,10,0.0071987757563103764,0.9077198303495817
A_boundary_relabeling,11,0.004077160678745763,0.8118796842369413
A_boundary_relabeling,12,0.009225213801816798,0.9317763420173301
A_boundary_relabeling,13,0.006103598724252183,0.8359361959046897
A_boundary_relabeling,14,0.01010663015585977,0.8809892378155556
A_boundary_relabeling,15,0.006985015078295156,0.7851490917029154
A_boundary_relabeling,16,8.523238770392123e-4,0.9898563575580732
A_boundary_relabeling,17,-0.002269291200525402,0.894016211445433
A_boundary_relabeling,18,0.0017337402310821852,0.939069253356299
A_boundary_relabeling,19,-0.0013878748464824285,0.8432291072436586
A_boundary_relabeling,20,0.0037601782765886043,0.9631257650240472
A_boundary_relabeling,21,6.385631990239911e-4,0.8672856189114069
A_boundary_relabeling,22,0.004641594630631579,0.912338660822273
A_boundary_relabeling,23,0.0015199795530669645,0.8164985147096325
A_boundary_relabeling,24,0.006460246713127064,0.9483632921094294
A_boundary_relabeling,25,0.00333863163556245,0.852523145996789
A_boundary_relabeling,26,0.007341663067170038,0.897576187907655
A_boundary_relabeling,27,0.004220047989605425,0.8017360417950148
A_boundary_relabeling,28,0.009368101112676457,0.9216326995754034
A_boundary_relabeling,29,0.006246486035111844,0.825792553462763
A_boundary_relabeling,30,0.01024951746671943,0.8708455953736289
A_boundary_relabeling,31,0.007127902389154816,0.7750054492609887
A_boundary_relabeling,32,-0.001977132407815704,0.9882136550933195
A_boundary_relabeling,33,-0.005098747485380317,0.8923735089806792
A_boundary_relabeling,34,-0.0010957160537727296,0.9374265508915453
A_boundary_relabeling,35,-0.004217331131337343,0.8415864047789048
A_boundary_relabeling,36,9.307219917336896e-4,0.9614830625592936
A_boundary_relabeling,37,-0.0021908930858309246,0.8656429164466531
A_boundary_relabeling,38,0.0018121383457766632,0.9106959583575192
A_boundary_relabeling,39,-0.0013094767317879507,0.8148558122448788
A_boundary_relabeling,40,0.003630790428272149,0.9467205896446756
A_boundary_relabeling,41,5.091753507075353e-4,0.8508804435320353
A_boundary_relabeling,42,0.004512206782315123,0.8959334854429013
A_boundary_relabeling,43,0.0013905917047505084,0.8000933393302609
A_boundary_relabeling,44,0.006538644827821542,0.9199899971106495
A_boundary_relabeling,45,0.0034170297502569276,0.8241498509980092
A_boundary_relabeling,46,0.007420061181864515,0.8692028929088753
A_boundary_relabeling,47,0.004298446104299902,0.7733627467962348
A_boundary_relabeling,48,-0.0018342450969560428,0.9780700126513929
A_boundary_relabeling,49,-0.004955860174520657,0.8822298665387526
A_boundary_relabeling,50,-9.528287429130694e-4,0.9272829084496185
A_boundary_relabeling,51,-0.004074443820477684,0.8314427623369781
A_boundary_relabeling,52,0.00107360930259335,0.9513394201173668
A_boundary_relabeling,53,-0.0020480057749712646,0.8554992740047265
A_boundary_relabeling,54,0.001955025656636323,0.9005523159155924
A_boundary_relabeling,55,-0.0011665894209282907,0.8047121698029521
A_boundary_relabeling,56,0.003773677739131809,0.9365769472027489
A_boundary_relabeling,57,6.520626615671956e-4,0.8407368010901085
A_boundary_relabeling,58,0.004655094093174782,0.8857898430009746
A_boundary_relabeling,59,0.001533479015610169,0.7899496968883343
A_boundary_relabeling,60,0.0066815321386812015,0.9098463546687229
A_boundary_relabeling,61,0.0035599170611165876,0.8140062085560825
A_boundary_relabeling,62,0.007562948492724175,0.8590592504669485
A_boundary_relabeling,63,0.004441333415159562,0.7632191043543082
A_boundary_relabeling,64,-7.246397655910905e-4,0.9356804057182807
A_boundary_relabeling,65,-0.0038462548431557044,0.8398402596056405
A_boundary_relabeling,66,1.567765884518827e-4,0.8848933015165064
A_boundary_relabeling,67,-0.0029648384891127325,0.7890531554038661
A_boundary_relabeling,68,0.0021832146339583014,0.9089498131842547
A_boundary_relabeling,69,-9.384004436063119e-4,0.8131096670716145
A_boundary_relabeling,70,0.0030646309880012755,0.8581627089824804
A_boundary_relabeling,71,-5.6984089563338586e-5,0.76232256286984
A_boundary_relabeling,72,0.004883283070496761,0.8941873402696369
A_boundary_relabeling,73,0.0017616679929321475,0.7983471941569965
A_boundary_relabeling,74,0.005764699424539735,0.8434002360678625
A_boundary_relabeling,75,0.0026430843469751205,0.7475600899552222
A_boundary_relabeling,76,0.007791137470046154,0.8674567477356109
A_boundary_relabeling,77,0.00466952239248154,0.7716166016229704
A_boundary_relabeling,78,0.008672553824089126,0.8166696435338365
A_boundary_relabeling,79,0.005550938746524513,0.7208294974211962
A_boundary_relabeling,80,-5.817524547314306e-4,0.9255367632763541
A_boundary_relabeling,81,-0.0037033675322960444,0.8296966171637138
A_boundary_relabeling,82,2.996638993115427e-4,0.8747496590745797
A_boundary_relabeling,83,-0.0028219511782530725,0.7789095129619393
A_boundary_relabeling,84,0.002326101944817962,0.898806170742328
A_boundary_relabeling,85,-7.955131327466519e-4,0.8029660246296877
A_boundary_relabeling,86,0.0032075182988609355,0.8480190665405537
A_boundary_relabeling,87,8.590322129632142e-5,0.7521789204279133
A_boundary_relabeling,88,0.005026170381356421,0.8840436978277102
A_boundary_relabeling,89,0.0019045553037918075,0.7882035517150698
A_boundary_relabeling,90,0.005907586735399394,0.8332565936259358
A_boundary_relabeling,91,0.0027859716578347805,0.7374164475132955
A_boundary_relabeling,92,0.007934024780905814,0.8573131052936841
A_boundary_relabeling,93,0.0048124097033412005,0.7614729591810437
A_boundary_relabeling,94,0.008815441134948787,0.8065260010919099
A_boundary_relabeling,95,0.005693826057384173,0.7106858549792695
A_boundary_relabeling,96,-0.0034112087395863464,0.9238940608116003
A_boundary_relabeling,97,-0.00653282381715096,0.82805391469896
A_boundary_relabeling,98,-0.0025297923855433736,0.8731069566098261
A_boundary_relabeling,99,-0.005651407463107986,0.7772668104971857
A_boundary_relabeling,100,-5.033543400369534e-4,0.8971634682775743
A_boundary_relabeling,101,-0.0036249694176015675,0.801323322164934
A_boundary_relabeling,102,3.780620140060204e-4,0.8463763640758
A_boundary_relabeling,103,-0.0027435530635585943,0.7505362179631596
A_boundary_relabeling,104,0.0021967140965015067,0.8824009953629565
A_boundary_relabeling,105,-9.249009810631074e-4,0.7865608492503161
A_boundary_relabeling,106,0.0030781304505444794,0.831613891161182
A_boundary_relabeling,107,-4.3484627020134536e-5,0.7357737450485418
A_boundary_relabeling,108,0.0051045684960508994,0.8556704028289304
A_boundary_relabeling,109,0.0019829534184862847,0.7598302567162901
A_boundary_relabeling,110,0.005985984850093872,0.804883298627156
A_boundary_relabeling,111,0.0028643697725292587,0.7090431525145158
A_boundary_relabeling,112,-0.0032683214287266868,0.9137504183696736
A_boundary_relabeling,113,-0.0063899365062913,0.8179102722570333
A_boundary_relabeling,114,-0.0023869050746837136,0.8629633141678994
A_boundary_relabeling,115,-0.005508520152248326,0.7671231680552589
A_boundary_relabeling,116,-3.604670291772924e-4,0.8870198258356476
A_boundary_relabeling,117,-0.0034820821067419075,0.7911796797230072
A_boundary_relabeling,118,5.209493248656804e-4,0.8362327216338733
A_boundary_relabeling,119,-0.0026006657526989343,0.7403925755212329
A_boundary_relabeling,120,0.0023396014073611662,0.8722573529210298
A_boundary_relabeling,121,-7.820136702034473e-4,0.7764172068083894
A_boundary_relabeling,122,0.0032210177614041395,0.8214702487192553
A_boundary_relabeling,123,9.940268383952592e-5,0.7256301026066151
A_boundary_relabeling,124,0.005247455806910559,0.8455267603870037
A_boundary_relabeling,125,0.0021258407293459447,0.7496866142743633
A_boundary_relabeling,126,0.006128872160953532,0.7947396561852293
A_boundary_relabeling,127,0.0030072570833889188,0.6988995100725891
A_boundary_relabeling,128,0.001463669392353404,0.9828187818488134
A_boundary_relabeling,129,-0.0016579456852112092,0.8869786357361731
A_boundary_relabeling,130,0.0023450857463963772,0.9320316776470391
A_boundary_relabeling,131,-7.765293311682367e-4,0.8361915315343987
A_boundary_relabeling,132,0.004371523791902796,0.9560881893147873
A_boundary_relabeling,133,0.0012499087143381827,0.860248043202147
A_boundary_relabeling,134,0.0052529401459457704,0.9053010851130131
A_boundary_relabeling,135,0.0021313250683811557,0.8094609390003727
A_boundary_relabeling,136,0.007071592228441256,0.9413257164001696
A_boundary_relabeling,137,0.003949977150876642,0.8454855702875291
A_boundary_relabeling,138,0.00795300858248423,0.8905386121983951
A_boundary_relabeling,139,0.0048313935049196155,0.7946984660857549
A_boundary_relabeling,140,0.00997944662799065,0.9145951238661435
A_boundary_relabeling,141,0.0068578315504260355,0.8187549777535031
A_boundary_relabeling,142,0.010860862982033622,0.8638080196643692
A_boundary_relabeling,143,0.007739247904469009,0.7679678735517288
A_boundary_relabeling,144,0.001606556703213064,0.9726751394068867
A_boundary_relabeling,145,-0.0015150583743515492,0.8768349932942464
A_boundary_relabeling,146,0.0024879730572560372,0.9218880352051124
A_boundary_relabeling,147,-6.336420203085767e-4,0.8260478890924721
A_boundary_relabeling,148,0.004514411102762458,0.9459445468728607
A_boundary_relabeling,149,0.0013927960251978427,0.8501044007602203
A_boundary_relabeling,150,0.00539582745680543,0.8951574426710864
A_boundary_relabeling,151,0.0022742123792408157,0.799317296558446
A_boundary_relabeling,152,0.007214479539300917,0.9311820739582428
A_boundary_relabeling,153,0.004092864461736302,0.8353419278456025
A_boundary_relabeling,154,0.00809589589334389,0.8803949697564686
A_boundary_relabeling,155,0.004974280815779275,0.7845548236438282
A_boundary_relabeling,156,0.01012233393885031,0.9044514814242168
A_boundary_relabeling,157,0.007000718861285696,0.8086113353115765
A_boundary_relabeling,158,0.011003750292893282,0.8536643772224425
A_boundary_relabeling,159,0.007882135215328668,0.7578242311098021
A_boundary_relabeling,160,-0.0012228995816418512,0.971032436942133
A_boundary_relabeling,161,-0.004344514659206464,0.8751922908294927
A_boundary_relabeling,162,-3.414832275988777e-4,0.9202453327403586
A_boundary_relabeling,163,-0.0034630983051634912,0.8244051866277182
A_boundary_relabeling,164,0.0016849548179075412,0.944301844408107
A_boundary_relabeling,165,-0.001436660259657072,0.8484616982954666
A_boundary_relabeling,166,0.002566371171950515,0.8935147402063326
A_boundary_relabeling,167,-5.55243905614099e-4,0.7976745940936922
A_boundary_relabeling,168,0.004385023254446002,0.9295393714934891
A_boundary_relabeling,169,0.0012634081768813873,0.8336992253808487
A_boundary_relabeling,170,0.005266439608488974,0.8787522672917147
A_boundary_relabeling,171,0.00214482453092436,0.7829121211790744
A_boundary_relabeling,172,0.007292877653995395,0.902808778959463
A_boundary_relabeling,173,0.004171262576430779,0.8069686328468226
A_boundary_relabeling,174,0.008174294008038367,0.8520216747576888
A_boundary_relabeling,175,0.005052678930473752,0.7561815286450483
A_boundary_relabeling,176,-0.0010800122707821911,0.9608887945002064
A_boundary_relabeling,177,-0.004201627348346805,0.865048648387566
A_boundary_relabeling,178,-1.9859591673921794e-4,0.9101016902984319
A_boundary_relabeling,179,-0.003320210994303831,0.8142615441857916
A_boundary_relabeling,180,0.0018278421287672019,0.9341582019661803
A_boundary_relabeling,181,-0.001293772948797412,0.8383180558535399
A_boundary_relabeling,182,0.0027092584828101746,0.8833710977644059
A_boundary_relabeling,183,-4.12356594754439e-4,0.7875309516517657
A_boundary_relabeling,184,0.004527910565305661,0.9193957290515623
A_boundary_relabeling,185,0.001406295487741047,0.823555582938922
A_boundary_relabeling,186,0.0054093269193486344,0.8686086248497881
A_boundary_relabeling,187,0.002287711841784021,0.7727684787371477
A_boundary_relabeling,188,0.007435764964855055,0.8926651365175363
A_boundary_relabeling,189,0.00431414988729044,0.7968249904048961
A_boundary_relabeling,190,0.008317181318898026,0.8418780323157621
A_boundary_relabeling,191,0.005195566241333413,0.7460378862031216
A_boundary_relabeling,192,2.959306058276097e-5,0.9184991875670943
A_boundary_relabeling,193,-0.003092022016981852,0.8226590414544539
A_boundary_relabeling,194,9.110094146257346e-4,0.8677120833653198
A_boundary_relabeling,195,-0.00221060566293888,0.7718719372526796
A_boundary_relabeling,196,0.002937447460132153,0.8917685950330683
A_boundary_relabeling,197,-1.841676174324604e-4,0.7959284489204279
A_boundary_relabeling,198,0.003818863814175127,0.8409814908312938
A_boundary_relabeling,199,6.972487366105133e-4,0.7451413447186536
A_boundary_relabeling,200,0.005637515896670614,0.8770061221184503
A_boundary_relabeling,201,0.0025159008191059993,0.78116597600581
A_boundary_relabeling,202,0.006518932250713587,0.826219017916676
A_boundary_relabeling,203,0.003397317173148972,0.7303788718040356
A_boundary_relabeling,204,0.008545370296220005,0.8502755295844243
A_boundary_relabeling,205,0.005423755218655392,0.754435383471784
A_boundary_relabeling,206,0.00942678665026298,0.79948842538265
A_boundary_relabeling,207,0.006305171572698365,0.7036482792700096
A_boundary_relabeling,208,1.7248037144242099e-4,0.9083555451251676
A_boundary_relabeling,209,-0.002949134706122192,0.8125153990125272
A_boundary_relabeling,210,0.0010538967254853945,0.8575684409233931
A_boundary_relabeling,211,-0.00206771835207922,0.7617282948107528
A_boundary_relabeling,212,0.003080334770991814,0.8816249525911415
A_boundary_relabeling,213,-4.1280306572800306e-5,0.7857848064785011
A_boundary_relabeling,214,0.003961751125034787,0.8308378483893671
A_boundary_relabeling,215,8.401360474701733e-4,0.7349977022767269
A_boundary_relabeling,216,0.005780403207530273,0.8668624796765236
A_boundary_relabeling,217,0.0026587881299656594,0.7710223335638834
A_boundary_relabeling,218,0.0066618195615732465,0.8160753754747493
A_boundary_relabeling,219,0.003540204484008633,0.7202352293621089
A_boundary_relabeling,220,0.008688257607079666,0.8401318871424975
A_boundary_relabeling,221,0.005566642529515052,0.7442917410298573
A_boundary_relabeling,222,0.009569673961122639,0.7893447829407233
A_boundary_relabeling,223,0.006448058883558026,0.6935046368280829
A_boundary_relabeling,224,-0.002656975913412494,0.9067128426604137
A_boundary_relabeling,225,-0.005778590990977108,0.8108726965477734
A_boundary_relabeling,226,-0.001775559559369521,0.8559257384586395
A_boundary_relabeling,227,-0.004897174636934134,0.7600855923459992
A_boundary_relabeling,228,2.508784861368982e-4,0.8799822501263878
A_boundary_relabeling,229,-0.002870736591427715,0.7841421040137474
A_boundary_relabeling,230,0.0011322948401798723,0.8291951459246134
A_boundary_relabeling,231,-0.001989320237384742,0.733354999811973
A_boundary_relabeling,232,0.0029509469226753583,0.8652197772117699
A_boundary_relabeling,233,-1.7066815488925592e-4,0.7693796310991295
A_boundary_relabeling,234,0.003832363276718331,0.8144326730099954
A_boundary_relabeling,235,7.107481991537178e-4,0.7185925268973553
A_boundary_relabeling,236,0.005858801322224751,0.8384891846777439
A_boundary_relabeling,237,0.0027371862446601363,0.7426490385651036
A_boundary_relabeling,238,0.006740217676267724,0.7877020804759696
A_boundary_relabeling,239,0.0036186025987031104,0.6918619343633292
A_boundary_relabeling,240,-0.002514088602552834,0.8965692002184871
A_boundary_relabeling,241,-0.005635703680117447,0.8007290541058467
A_boundary_relabeling,242,-0.001632672248509861,0.8457820960167128
A_boundary_relabeling,243,-0.004754287326074473,0.7499419499040724
A_boundary_relabeling,244,3.937657969965591e-4,0.8698386076844611
A_boundary_relabeling,245,-0.002727849280568055,0.7739984615718207
A_boundary_relabeling,246,0.0012751821510395324,0.8190515034826867
A_boundary_relabeling,247,-0.001846432926525082,0.7232113573700464
A_boundary_relabeling,248,0.0030938342335350183,0.8550761347698432
A_boundary_relabeling,249,-2.7780844029595803e-5,0.7592359886572029
A_boundary_relabeling,250,0.003975250587577991,0.8042890305680688
A_boundary_relabeling,251,8.536355100133783e-4,0.7084488844554285
A_boundary_relabeling,252,0.006001688633084411,0.8283455422358171
A_boundary_relabeling,253,0.0028800735555197963,0.7325053961231768
A_boundary_relabeling,254,0.0068831049871273834,0.7775584380340429
A_boundary_relabeling,255,0.0037614899095627704,0.6817182919214025
A_boundary_relabeling,256,-5.206952222962421e-4,0.9801537154789475
A_boundary_relabeling,257,-0.0036423102998608564,0.8843135693663071
A_boundary_relabeling,258,3.607211317467309e-4,0.9293666112771731
A_boundary_relabeling,259,-0.002760893945817883,0.8335264651645328
A_boundary_relabeling,260,0.00238715917725315,0.9534231229449214
A_boundary_relabeling,261,-7.344559003114635e-4,0.857582976832281
A_boundary_relabeling,262,0.003268575531296124,0.9026360187431471
A_boundary_relabeling,263,1.4696045373150963e-4,0.8067958726305068
A_boundary_relabeling,264,0.005087227613791609,0.9386606500303036
A_boundary_relabeling,265,0.0019656125362269954,0.8428205039176632
A_boundary_relabeling,266,0.0059686439678345825,0.8878735458285292
A_boundary_relabeling,267,0.002847028890269969,0.7920333997158889
A_boundary_relabeling,268,0.007995082013341002,0.9119300574962775
A_boundary_relabeling,269,0.0048734669357763894,0.8160899113836372
A_boundary_relabeling,270,0.008876498367383974,0.8611429532945032
